year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,brand,car_age,owner_num
2015,750000,16000,Diesel,Individual,Manual,First Owner,7.0,18.06,2523.0,63.0,Mahindra,11,1
2019,780000,7200,Petrol,Individual,Manual,First Owner,5.0,21.1,998.0,100.5,Maruti,7,1
2011,320000,77000,Diesel,Individual,Manual,Second Owner,5.0,22.07,1199.0,73.9,Volkswagen,15,2
2017,690000,40000,Diesel,Individual,Manual,First Owner,6.0,25.32,1198.0,77.0,Mahindra,9,1
2012,375000,70000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,14,2
2017,620000,50000,Petrol,Individual,Manual,First Owner,5.0,18.12,1196.0,86.8,Ford,9,1
2015,300000,85000,LPG,Individual,Manual,First Owner,5.0,13.45,1086.0,62.1,Hyundai,11,1
2016,370000,58000,Petrol,Individual,Manual,Second Owner,7.0,15.37,1196.0,73.0,Maruti,10,2
2013,770000,85000,Diesel,Individual,Manual,First Owner,7.0,16.55,2498.0,105.0,Mahindra,13,1
2014,500000,65000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,81.86,Hyundai,12,1
2017,450000,120000,Diesel,Individual,Manual,First Owner,6.0,25.32,1198.0,77.0,Mahindra,9,1
2013,195000,50000,Petrol,Individual,Manual,Second Owner,5.0,17.92,1086.0,62.1,Hyundai,13,2
2018,472000,30000,Petrol,Individual,Automatic,First Owner,5.0,20.51,998.0,67.0,Maruti,8,1
2014,250000,58000,Petrol,Individual,Manual,Second Owner,5.0,23.95,998.0,67.05,Maruti,12,2
2011,165000,70000,Diesel,Individual,Manual,Second Owner,5.0,25.44,936.0,57.6,Chevrolet,15,2
2018,525000,110000,Diesel,Individual,Manual,Second Owner,5.0,20.65,1248.0,88.7,Tata,8,2
2003,145000,65000,Petrol,Individual,Manual,Third Owner,5.0,18.9,998.0,67.1,Maruti,23,3
2013,325000,100000,Diesel,Individual,Manual,First Owner,5.0,22.3,1248.0,88.8,Tata,13,1
2017,660000,60000,Diesel,Individual,Manual,Second Owner,7.0,16.5,1493.0,70.0,Mahindra,9,2
2014,310000,90000,Diesel,Individual,Manual,Second Owner,5.0,19.68,1399.0,67.0,Ford,12,2
2008,250000,200000,Diesel,Individual,Manual,First Owner,7.0,13.6,2523.0,63.0,Mahindra,18,1
2014,330000,100000,Diesel,Individual,Manual,Second Owner,5.0,19.68,1399.0,67.0,Ford,12,2
2012,250000,80000,Diesel,Individual,Manual,Second Owner,5.0,20.0,1399.0,68.0,Ford,14,2
2017,650000,60000,Diesel,Individual,Automatic,First Owner,7.0,17.45,1493.0,100.0,Mahindra,9,1
2016,305000,40000,Petrol,Individual,Manual,First Owner,5.0,23.95,998.0,67.05,Maruti,10,1
2015,600000,50000,Diesel,Individual,Manual,First Owner,5.0,26.21,1248.0,88.5,Maruti,11,1
2015,280000,110000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,11,1
2011,153000,50000,Diesel,Individual,Manual,Second Owner,5.0,23.57,1396.0,70.0,Tata,15,2
2018,700000,30000,Diesel,Individual,Manual,First Owner,7.0,18.49,1493.0,100.0,Mahindra,8,1
2017,325000,40000,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,9,1
2006,155000,70000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,20,2
2012,235000,80000,Petrol,Individual,Manual,Third Owner,5.0,20.92,998.0,67.1,Maruti,14,3
2005,60000,100000,Diesel,Individual,Manual,Fourth & Above Owner,,,,,Tata,21,4
2016,500000,15000,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,81.8,Maruti,10,1
2004,120000,150000,Diesel,Individual,Manual,Second Owner,7.0,13.6,2523.0,63.0,Mahindra,22,2
2009,155000,63000,Petrol,Individual,Manual,Third Owner,,,,,Maruti,17,3
2016,675000,88000,Diesel,Dealer,Automatic,First Owner,5.0,21.66,1498.0,103.52,Skoda,10,1
2014,950000,80000,Diesel,Dealer,Manual,First Owner,7.0,12.99,2494.0,100.6,Toyota,12,1
2018,1051000,59865,Diesel,Dealer,Manual,First Owner,7.0,15.1,2179.0,152.87,Mahindra,8,1
2016,591000,60000,Diesel,Dealer,Manual,First Owner,5.0,21.49,1498.0,108.5,Volkswagen,10,1
2015,585000,72000,Diesel,Dealer,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,11,1
2017,1025000,68140,Petrol,Dealer,Automatic,First Owner,5.0,18.0,1497.0,117.6,Honda,9,1
2014,450000,53190,Diesel,Dealer,Manual,First Owner,5.0,28.4,1248.0,74.0,Maruti,12,1
2014,484999,70100,Diesel,Dealer,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,12,1
2018,650000,47725,Diesel,Dealer,Manual,First Owner,5.0,27.3,1498.0,98.6,Honda,8,1
2014,434999,70195,Diesel,Dealer,Manual,Second Owner,5.0,28.4,1248.0,74.02,Maruti,12,2
2011,195000,77395,Diesel,Dealer,Manual,Second Owner,5.0,20.0,1399.0,68.0,Ford,15,2
2019,1000000,17000,Diesel,Dealer,Manual,First Owner,8.0,17.3,1497.0,121.0,Mahindra,7,1
2013,650000,64000,Diesel,Dealer,Automatic,First Owner,5.0,14.62,1498.0,113.42,Hyundai,13,1
2014,190000,74321,Diesel,Dealer,Manual,First Owner,5.0,25.44,936.0,56.3,Chevrolet,12,1
2013,409999,80235,Diesel,Dealer,Manual,Second Owner,5.0,28.4,1248.0,74.02,Maruti,13,2
2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,5.0,17.01,1582.0,126.2,Hyundai,10,1
2015,651000,69000,Diesel,Dealer,Automatic,First Owner,5.0,22.15,1498.0,108.6,Volkswagen,11,1
2015,650000,57000,Diesel,Dealer,Manual,First Owner,5.0,23.65,1248.0,88.5,Maruti,11,1
2017,750000,89000,Diesel,Dealer,Manual,First Owner,5.0,21.14,1498.0,103.6,Skoda,9,1
2012,799000,61100,Diesel,Dealer,Automatic,First Owner,5.0,14.3,1968.0,140.0,Volkswagen,14,1
2010,355000,116000,Diesel,Individual,Manual,First Owner,5.0,18.7,1896.0,66.0,Skoda,16,1
2015,600000,80000,Diesel,Individual,Manual,First Owner,5.0,23.9,1582.0,126.32,Hyundai,11,1
2018,685000,26000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.0,Maruti,8,1
2018,509999,100000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.0,Maruti,8,1
2012,150000,82300,CNG,Individual,Manual,Second Owner,5.0,26.83,796.0,38.4,Maruti,14,2
2017,650000,82050,Diesel,Individual,Manual,First Owner,5.0,19.3,1248.0,73.9,Maruti,9,1
2012,400000,74500,Diesel,Individual,Manual,First Owner,,,,,Toyota,14,1
2012,675000,120000,Diesel,Individual,Manual,Second Owner,7.0,15.1,2179.0,140.0,Mahindra,14,2
2018,319000,30000,Petrol,Individual,Automatic,First Owner,5.0,24.04,999.0,67.0,Renault,8,1
2019,640000,6000,Petrol,Individual,Manual,First Owner,5.0,19.5,1199.0,88.76,Honda,7,1
2017,650000,30000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,9,1
2015,650000,70000,Diesel,Individual,Manual,First Owner,7.0,20.77,1248.0,88.76,Maruti,11,1
2010,155000,70000,CNG,Individual,Manual,Second Owner,5.0,26.83,796.0,38.4,Maruti,16,2
2008,175000,120000,Diesel,Individual,Manual,First Owner,5.0,17.8,1248.0,75.0,Maruti,18,1
2014,375000,76000,Diesel,Individual,Manual,Third Owner,5.0,24.0,1120.0,70.0,Hyundai,12,3
2014,430000,80000,Diesel,Individual,Manual,Second Owner,5.0,24.0,1120.0,70.0,Hyundai,12,2
2008,65000,110000,Diesel,Individual,Manual,Second Owner,5.0,17.2,1396.0,53.5,Tata,18,2
2009,150000,70000,Petrol,Individual,Manual,Third Owner,5.0,13.2,1495.0,94.0,Hyundai,17,3
2019,620000,13000,Petrol,Individual,Manual,First Owner,5.0,17.19,1197.0,81.86,Hyundai,7,1
2013,250000,60000,Petrol,Individual,Manual,Second Owner,5.0,14.09,1596.0,99.6,Ford,13,2
2011,275000,165000,Diesel,Individual,Manual,First Owner,5.0,21.1,1248.0,73.9,Maruti,15,1
2013,454000,120000,Diesel,Individual,Manual,Second Owner,10.0,13.58,2499.0,72.4,Chevrolet,13,2
2017,600000,30000,Diesel,Individual,Manual,Second Owner,7.0,18.49,1493.0,100.0,Mahindra,9,2
2011,400000,100000,Diesel,Individual,Manual,Second Owner,5.0,20.54,1598.0,103.6,Volkswagen,15,2
2007,180000,187000,Diesel,Individual,Manual,Second Owner,5.0,19.2,1461.0,65.0,Mahindra,19,2
2016,750000,70000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,10,1
2016,500000,40000,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,81.8,Maruti,10,1
2015,1000000,46000,Diesel,Individual,Manual,First Owner,7.0,24.5,1498.0,98.6,Honda,11,1
2017,740000,24400,Diesel,Individual,Manual,First Owner,5.0,27.39,1248.0,74.0,Maruti,9,1
2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,5.0,22.15,1498.0,108.6,Volkswagen,8,1
2020,775000,2000,Petrol,Dealer,Manual,First Owner,5.0,20.7,1197.0,81.86,Hyundai,6,1
2017,695000,34000,Diesel,Dealer,Manual,First Owner,8.0,21.04,1461.0,83.8,Renault,9,1
2018,730000,31000,Petrol,Dealer,Automatic,First Owner,5.0,17.4,1197.0,81.86,Hyundai,8,1
2016,1295000,46000,Diesel,Dealer,Automatic,Second Owner,7.0,11.45,2776.0,197.2,Chevrolet,10,2
2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,7.0,12.08,2999.0,161.0,Isuzu,10,1
2017,3300000,60000,Diesel,Dealer,Automatic,First Owner,5.0,0.0,1950.0,194.0,Mercedes-Benz,9,1
2016,434999,10000,Petrol,Dealer,Automatic,First Owner,5.0,23.1,998.0,67.04,Maruti,10,1
2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,5.0,17.9,2143.0,170.0,Mercedes-Benz,8,1
2015,850000,59235,Diesel,Dealer,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,11,1
2019,5800000,21000,Diesel,Dealer,Automatic,First Owner,5.0,16.78,1995.0,190.0,Bmw,7,1
2014,520000,48000,Diesel,Individual,Manual,First Owner,5.0,25.8,1498.0,98.6,Honda,12,1
2018,650000,114000,Diesel,Individual,Manual,First Owner,7.0,14.95,2489.0,93.7,Mahindra,8,1
2011,430000,120000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,15,2
2013,360000,144000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396.0,88.8,Hyundai,13,1
2013,350000,144000,Diesel,Individual,Manual,First Owner,5.0,21.9,1396.0,88.8,Hyundai,13,1
2016,791000,190000,Diesel,Individual,Manual,First Owner,5.0,24.3,1248.0,88.5,Maruti,10,1
2015,950000,190000,Diesel,Individual,Manual,Second Owner,7.0,12.99,2494.0,100.6,Toyota,11,2
2019,690000,20000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.0,Maruti,7,1
2017,860000,40000,Diesel,Individual,Manual,Second Owner,5.0,22.0,1582.0,126.2,Hyundai,9,2
2012,371000,100000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248.0,73.9,Maruti,14,1
2008,45000,60000,Diesel,Individual,Manual,Second Owner,5.0,16.8,1405.0,68.0,Tata,18,2
2006,55000,201000,Diesel,Individual,Manual,First Owner,5.0,17.8,1399.0,68.0,Ford,20,1
2011,240000,110000,Diesel,Individual,Manual,First Owner,5.0,20.54,1598.0,103.6,Volkswagen,15,1
2014,495000,77215,Diesel,Individual,Manual,Second Owner,5.0,25.2,1248.0,74.0,Maruti,12,2
2005,170000,50000,Petrol,Individual,Manual,First Owner,,,,,Maruti,21,1
2015,671000,48228,Petrol,Dealer,Manual,First Owner,5.0,18.7,1199.0,88.7,Honda,11,1
2017,693000,58559,Diesel,Dealer,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,9,1
2010,352000,72179,Diesel,Dealer,Manual,First Owner,,,,,Maruti,16,1
2016,802999,50856,Diesel,Dealer,Manual,First Owner,5.0,26.0,1498.0,98.6,Honda,10,1
2017,890000,18300,Petrol,Individual,Manual,First Owner,5.0,17.8,1497.0,117.3,Honda,9,1
2015,495000,59292,Diesel,Dealer,Manual,First Owner,5.0,28.4,1248.0,74.0,Maruti,11,1
2018,545000,10000,Petrol,Dealer,Automatic,First Owner,5.0,23.1,998.0,67.04,Maruti,8,1
2018,775000,21147,Petrol,Dealer,Automatic,First Owner,5.0,21.4,1197.0,83.1,Maruti,8,1
2017,925000,69000,Diesel,Dealer,Manual,First Owner,5.0,25.6,1498.0,97.9,Honda,9,1
2018,790000,16000,Diesel,Dealer,Automatic,First Owner,5.0,28.4,1248.0,74.0,Maruti,8,1
2017,1789999,36000,Diesel,Dealer,Manual,First Owner,8.0,13.68,2393.0,147.8,Toyota,9,1
2017,620000,37000,Petrol,Dealer,Manual,First Owner,5.0,21.01,1197.0,81.8,Maruti,9,1
2016,375000,61173,Diesel,Dealer,Manual,First Owner,5.0,27.62,793.0,47.0,Maruti,10,1
2016,595000,77321,Diesel,Dealer,Manual,First Owner,,,,,Maruti,10,1
2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,5.0,18.25,1968.0,187.74,Audi,10,1
2014,850000,75000,Diesel,Dealer,Manual,First Owner,7.0,15.1,2179.0,140.0,Mahindra,12,1
2017,750000,51000,Petrol,Dealer,Automatic,First Owner,5.0,19.56,1197.0,81.8,Maruti,9,1
2018,775000,17000,Petrol,Dealer,Manual,First Owner,5.0,21.01,1197.0,81.8,Maruti,8,1
2008,260000,100000,Diesel,Individual,Manual,Second Owner,5.0,17.8,1248.0,75.0,Maruti,18,2
2013,2000000,35000,Diesel,Individual,Automatic,Second Owner,5.0,17.68,1968.0,174.33,Audi,13,2
2016,1300000,91567,Diesel,Individual,Automatic,Third Owner,7.0,16.0,2179.0,140.0,Mahindra,10,3
2017,380000,50000,Petrol,Individual,Manual,First Owner,5.0,23.1,998.0,67.04,Maruti,9,1
2017,480000,60000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,81.86,Hyundai,9,1
2016,240000,35000,Petrol,Individual,Manual,Second Owner,5.0,22.74,796.0,47.3,Maruti,10,2
2014,500000,33400,Petrol,Individual,Manual,First Owner,5.0,17.43,1396.0,105.5,Hyundai,12,1
2015,420000,36000,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,83.11,Maruti,11,1
2011,130000,180000,Diesel,Individual,Manual,Second Owner,5.0,20.0,1399.0,68.0,Ford,15,2
2012,110000,80000,Petrol,Individual,Manual,First Owner,5.0,20.92,998.0,67.1,Maruti,14,1
2007,120000,120000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,19,2
2017,700000,80000,Diesel,Individual,Automatic,First Owner,5.0,28.4,1248.0,74.02,Maruti,9,1
2018,550000,120000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.02,Maruti,8,1
2014,190000,110000,Diesel,Individual,Manual,Second Owner,5.0,19.09,1405.0,69.01,Tata,12,2
2018,665000,70000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.04,Toyota,8,1
2014,445000,120000,Diesel,Individual,Manual,Second Owner,7.0,14.95,2489.0,93.7,Mahindra,12,2
2012,340000,92686,Diesel,Dealer,Manual,Second Owner,5.0,21.9,1396.0,88.76,Hyundai,14,2
2009,330000,180000,Diesel,Individual,Manual,First Owner,5.0,13.6,1991.0,142.0,Hyundai,17,1
2012,270000,80000,Diesel,Individual,Manual,First Owner,5.0,21.02,1248.0,88.76,Tata,14,1
2015,1044999,70000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179.0,140.0,Mahindra,11,1
2009,279000,117000,Diesel,Individual,Manual,First Owner,5.0,17.8,1248.0,75.0,Maruti,17,1
2007,250000,100000,Diesel,Individual,Manual,Second Owner,5.0,16.6,1896.0,122.4,Skoda,19,2
2012,475000,83000,Petrol,Individual,Automatic,First Owner,5.0,15.74,1591.0,121.3,Hyundai,14,1
2016,750000,67600,Diesel,Individual,Automatic,First Owner,5.0,14.81,1998.0,163.7,Chevrolet,10,1
2015,1250000,160000,Diesel,Individual,Manual,Second Owner,7.0,13.5,2477.0,178.0,Mitsubishi,11,2
2014,250000,80000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,12,2
2013,445000,100000,Diesel,Individual,Manual,First Owner,5.0,25.8,1498.0,98.6,Honda,13,1
2010,400000,100000,Diesel,Individual,Manual,First Owner,5.0,15.0,1896.0,105.0,Volkswagen,16,1
2010,350000,90000,Diesel,Individual,Manual,Second Owner,5.0,23.0,1396.0,90.0,Hyundai,16,2
2012,295000,140000,Diesel,Individual,Manual,First Owner,5.0,20.5,1598.0,103.5,Skoda,14,1
2018,600000,25000,Petrol,Individual,Manual,First Owner,5.0,21.21,1197.0,81.8,Maruti,8,1
2018,1650000,20000,Diesel,Individual,Manual,First Owner,8.0,13.68,2393.0,147.8,Toyota,8,1
2012,100000,30000,Petrol,Individual,Manual,First Owner,4.0,16.1,796.0,37.0,Maruti,14,1
2018,690000,13000,Petrol,Individual,Manual,First Owner,5.0,20.4,1194.0,94.93,Ford,8,1
2018,710000,42000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,8,1
2018,350000,10000,Petrol,Individual,Manual,Second Owner,5.0,20.3,998.0,68.05,Hyundai,8,2
2012,220000,13000,Petrol,Individual,Manual,First Owner,5.0,20.92,998.0,67.1,Maruti,14,1
2019,700000,6500,Petrol,Individual,Manual,First Owner,7.0,20.0,999.0,72.0,Renault,7,1
2013,198000,49500,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,13,2
2011,350000,50000,Diesel,Individual,Manual,First Owner,5.0,23.0,1396.0,90.0,Hyundai,15,1
2011,210000,175000,Diesel,Individual,Manual,Second Owner,5.0,23.57,1396.0,70.0,Tata,15,2
2011,210000,175000,Diesel,Individual,Manual,Second Owner,5.0,23.03,1396.0,69.0,Tata,15,2
2003,70000,120000,Petrol,Individual,Manual,Third Owner,,,,,Hyundai,23,3
2014,375000,110000,Diesel,Individual,Manual,Third Owner,5.0,23.2,1248.0,73.94,Maruti,12,3
2012,380000,112048,Petrol,Individual,Manual,Second Owner,5.0,17.5,1298.0,85.8,Maruti,14,2
2010,360000,98000,Petrol,Individual,Manual,Third Owner,5.0,17.0,1497.0,118.0,Honda,16,3
2015,944999,41000,Diesel,Individual,Manual,First Owner,7.0,15.1,2179.0,140.0,Mahindra,11,1
2016,620000,120000,Diesel,Individual,Manual,First Owner,10.0,13.58,2499.0,72.4,Chevrolet,10,1
2018,780000,116000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.05,Toyota,8,1
2020,445000,1000,Petrol,Individual,Manual,First Owner,5.0,21.21,1197.0,81.8,Maruti,6,1
2018,575000,15000,Petrol,Individual,Automatic,First Owner,5.0,17.36,1197.0,81.86,Hyundai,8,1
2018,975000,5000,Diesel,Individual,Manual,First Owner,5.0,25.1,1248.0,88.5,Maruti,8,1
2019,450000,3500,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,83.83,Tata,7,1
2009,198000,91000,Petrol,Individual,Manual,Second Owner,,,,,Maruti,17,2
2017,495000,56000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498.0,99.0,Ford,9,1
2013,830000,215000,Diesel,Individual,Manual,First Owner,7.0,12.99,2494.0,100.0,Toyota,13,1
2012,800000,40000,Diesel,Individual,Manual,First Owner,7.0,15.1,2179.0,140.0,Mahindra,14,1
2010,300000,70000,Diesel,Individual,Manual,Third Owner,,,,,Maruti,16,3
2013,300000,120000,Diesel,Individual,Manual,Second Owner,5.0,23.2,1248.0,73.94,Maruti,13,2
2003,200000,120000,Diesel,Individual,Manual,Second Owner,7.0,10.5,2179.0,120.0,Mahindra,23,2
2017,480000,30400,Petrol,Dealer,Manual,First Owner,5.0,18.5,1198.0,86.8,Honda,9,1
2017,950000,24000,Diesel,Dealer,Manual,First Owner,7.0,21.9,1498.0,98.6,Honda,9,1
2017,840000,30646,Petrol,Dealer,Manual,First Owner,7.0,15.4,1497.0,117.3,Honda,9,1
2017,800000,15000,Diesel,Individual,Manual,First Owner,5.0,23.9,1582.0,126.2,Hyundai,9,1
2017,750000,50000,Diesel,Individual,Manual,First Owner,5.0,22.27,1498.0,108.6,Volkswagen,9,1
2017,254999,34000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,9,1
2016,725000,54000,Diesel,Individual,Manual,Second Owner,7.0,24.52,1248.0,88.5,Maruti,10,2
2016,1859000,40000,Diesel,Individual,Automatic,Second Owner,5.0,19.7,2143.0,134.1,Mercedes-Benz,10,2
2012,145000,120000,Petrol,Individual,Manual,First Owner,5.0,18.6,1199.0,79.4,Chevrolet,14,1
2018,750000,15000,Petrol,Individual,Manual,First Owner,5.0,17.0,1198.0,108.5,Tata,8,1
2017,655000,50000,Diesel,Individual,Automatic,First Owner,5.0,22.0,1498.0,108.495,Volkswagen,9,1
2011,210000,84000,Diesel,Individual,Manual,Second Owner,5.0,20.0,1399.0,68.0,Ford,15,2
2011,450000,50000,Petrol,Individual,Manual,First Owner,5.0,17.0,1497.0,118.0,Honda,15,1
2018,624000,14681,Diesel,Dealer,Manual,First Owner,,,,,Ford,8,1
2015,580000,52000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498.0,99.0,Ford,11,1
2019,430000,18500,Petrol,Individual,Manual,First Owner,5.0,20.3,1086.0,68.0,Hyundai,7,1
2012,155000,50000,Diesel,Individual,Manual,First Owner,5.0,23.03,1396.0,69.0,Tata,14,1
2017,240000,35000,Petrol,Individual,Manual,First Owner,5.0,22.5,999.0,67.0,Datsun,9,1
2016,540000,15500,Petrol,Individual,Manual,First Owner,5.0,16.78,1496.0,88.73,Toyota,10,1
2013,250000,120000,Diesel,Individual,Manual,First Owner,5.0,19.09,1396.0,69.0,Tata,13,1
2012,260000,60000,Diesel,Individual,Manual,First Owner,5.0,25.0,1396.0,69.0,Tata,14,1
2011,550000,80000,Diesel,Individual,Manual,Second Owner,9.0,12.05,2179.0,120.0,Mahindra,15,2
2014,550000,43011,Petrol,Dealer,Manual,First Owner,5.0,18.88,999.0,123.37,Ford,12,1
2015,600000,136000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461.0,108.45,Renault,11,1
2017,550000,15000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498.0,99.0,Ford,9,1
2011,370000,110000,Diesel,Individual,Manual,Second Owner,7.0,13.6,2523.0,63.0,Mahindra,15,2
2008,250000,100000,Petrol,Individual,Manual,Second Owner,5.0,19.81,1086.0,68.05,Hyundai,18,2
2005,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,19.7,796.0,46.3,Maruti,21,4
2010,200000,110000,Diesel,Individual,Manual,First Owner,5.0,17.0,1405.0,71.0,Tata,16,1
2018,700000,25000,Petrol,Individual,Manual,First Owner,5.0,18.16,1196.0,86.8,Ford,8,1
2020,500000,1000,Petrol,Individual,Manual,First Owner,5.0,20.3,1086.0,68.07,Hyundai,6,1
2007,125000,60000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,19,2
2015,690000,80000,Diesel,Individual,Manual,First Owner,8.0,21.04,1461.0,83.8,Renault,11,1
2017,1550000,120000,Diesel,Individual,Manual,First Owner,5.0,17.1,1956.0,170.0,Jeep,9,1
2013,170000,110000,Petrol,Individual,Manual,Second Owner,5.0,15.3,1193.0,65.3,Tata,13,2
2010,275000,110000,Diesel,Individual,Manual,Third Owner,5.0,20.4,1248.0,91.7,Fiat,16,3
2007,500000,200000,Diesel,Individual,Manual,Third Owner,8.0,12.8,2494.0,102.0,Toyota,19,3
2013,950000,80000,Diesel,Individual,Manual,Second Owner,5.0,19.33,1968.0,138.1,Volkswagen,13,2
2019,802999,24000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.02,Maruti,7,1
2013,470000,150000,Diesel,Individual,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,13,1
2015,300000,60000,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,11,1
2014,600000,116000,Diesel,Individual,Manual,First Owner,5.0,19.01,1461.0,108.45,Renault,12,1
2013,275000,104300,Diesel,Individual,Manual,First Owner,5.0,20.0,1399.0,68.1,Ford,13,1
2018,700000,30000,Diesel,Individual,Manual,First Owner,6.0,25.32,1198.0,77.0,Mahindra,8,1
2014,3250000,33000,Diesel,Individual,Automatic,First Owner,7.0,11.3,2987.0,254.8,Mercedes-Benz,12,1
2020,800000,25000,Diesel,Individual,Manual,First Owner,5.0,21.66,1498.0,108.62,Volkswagen,6,1
2014,2200000,60000,Diesel,Individual,Automatic,First Owner,5.0,17.68,1968.0,174.33,Audi,12,1
2007,245000,121000,Diesel,Individual,Manual,Second Owner,5.0,18.1,1493.0,110.0,Hyundai,19,2
2010,310000,120000,Diesel,Individual,Manual,Second Owner,5.0,16.8,1493.0,110.0,Hyundai,16,2
2007,245000,120000,Diesel,Individual,Manual,Second Owner,5.0,18.1,1493.0,110.0,Hyundai,19,2
2011,450000,110000,Petrol,Individual,Manual,First Owner,5.0,16.47,1198.0,73.9,Volkswagen,15,1
2013,850000,84000,Diesel,Individual,Automatic,Second Owner,5.0,16.96,1968.0,138.03,Volkswagen,13,2
2004,325000,120000,Petrol,Individual,Automatic,Third Owner,5.0,10.1,2354.0,152.0,Honda,22,3
2013,409999,100000,Diesel,Individual,Manual,Third Owner,5.0,22.9,1248.0,74.0,Maruti,13,3
2018,5500000,50000,Diesel,Individual,Automatic,First Owner,5.0,11.2,1969.0,235.0,Volvo,8,1
2015,1000000,73500,Diesel,Individual,Manual,First Owner,5.0,19.67,1582.0,126.2,Hyundai,11,1
2016,590000,34000,Diesel,Individual,Manual,Second Owner,5.0,24.4,1120.0,71.0,Hyundai,10,2
2019,1200000,23000,Diesel,Individual,Manual,First Owner,5.0,20.45,1461.0,108.5,Nissan,7,1
